,manufactured,brand,variant,owner,fuel,type,kms,price,city
295,2015,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,51040,394499,New Delhi
296,2014,Maruti,Maruti Swift,1st Owner,Diesel,Manual,64370,402699,New Delhi
297,2015,Maruti,Maruti Swift Dzire,1st Owner,Petrol,Manual,53442,454599,New Delhi
298,2014,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,88835,397099,New Delhi
299,2014,Maruti,Maruti Swift,1st Owner,Diesel,Manual,38015,382899,New Delhi
300,2013,Maruti,Maruti Swift,1st Owner,Diesel,Manual,40547,372199,New Delhi
301,2014,Maruti,Maruti Swift,2nd Owner,Diesel,Manual,64514,425199,New Delhi
302,2014,Honda,Honda Brio,2nd Owner,Petrol,Manual,45910,344799,New Delhi
303,2018,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,13375,434799,New Delhi
304,2018,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,112703,714599,New Delhi
305,2015,Maruti,Maruti Swift Dzire,1st Owner,Petrol,Manual,57022,507899,New Delhi
306,2013,Maruti,Maruti Swift,1st Owner,Diesel,Manual,44122,384899,New Delhi
307,2017,Hyundai,Hyundai Eon,1st Owner,Petrol,Manual,23479,330799,New Delhi
308,2014,Maruti,Maruti Swift,1st Owner,Diesel,Manual,46949,376599,New Delhi
309,2015,Hyundai,Hyundai Eon,2nd Owner,Petrol,Manual,48036,295499,New Delhi
310,2017,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,16502,484599,New Delhi
311,2013,Maruti,Maruti Swift,1st Owner,Diesel,Manual,122416,340999,New Delhi
312,2012,Maruti,Maruti Swift,1st Owner,Petrol,Manual,79744,402999,New Delhi
313,2014,Volkswagen,Volkswagen Vento,1st Owner,Diesel,Manual,41389,441999,New Delhi
314,2014,Maruti,Maruti Swift,1st Owner,Diesel,Manual,68404,406999,New Delhi
315,2013,Maruti,Maruti Swift,1st Owner,Diesel,Manual,23673,400899,New Delhi
316,2016,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,47929,282799,New Delhi
317,2012,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,68930,329599,New Delhi
318,2013,Maruti,Maruti Swift,1st Owner,Diesel,Manual,49032,374999,New Delhi
319,2017,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,26891,437099,New Delhi
320,2015,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,30696,529899,New Delhi
321,2015,Maruti,Maruti Alto 800,2nd Owner,Petrol,Manual,51434,263199,New Delhi
322,2017,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,42628,299199,New Delhi
323,2014,Maruti,Maruti Swift,1st Owner,Petrol,Manual,62658,432699,New Delhi
324,2017,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,17829,495599,New Delhi
325,2018,Maruti,Maruti Wagon R 1.0,2nd Owner,Petrol,Automatic,12965,458799,New Delhi
326,2013,Maruti,Maruti Swift,1st Owner,Diesel,Manual,24652,407699,New Delhi
327,2013,Maruti,Maruti Swift,1st Owner,Diesel,Manual,167528,365299,New Delhi
328,2013,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,69373,363899,New Delhi
329,2018,Maruti,Maruti Wagon R 1.0,2nd Owner,Petrol,Manual,18807,469299,New Delhi
330,2015,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,76778,453699,New Delhi
331,2016,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,50355,294599,New Delhi
332,2014,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,53938,447899,New Delhi
333,2012,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,87025,338299,New Delhi
334,2019,Renault,Renault Kwid,1st Owner,Petrol,Manual,6054,390099,New Delhi
335,2012,Maruti,Maruti Swift Dzire,2nd Owner,Diesel,Manual,110592,342299,New Delhi
336,2017,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,40409,293499,New Delhi
337,2017,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,24778,540799,New Delhi
338,2014,Maruti,Maruti Swift,2nd Owner,Diesel,Manual,82367,379999,New Delhi
339,2012,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,77730,355499,New Delhi
340,2014,Maruti,Maruti Swift,2nd Owner,Petrol,Manual,17135,429599,New Delhi
341,2019,Renault,Renault Kwid,1st Owner,Petrol,Manual,18875,412899,New Delhi
342,2015,Maruti,Maruti Wagon R 1.0,2nd Owner,Petrol,Manual,23699,362199,New Delhi
343,2014,Maruti,Maruti Swift,1st Owner,Diesel,Manual,54884,402799,New Delhi
344,2018,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,33946,303699,New Delhi
345,2013,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,76795,369899,New Delhi
346,2012,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,49310,357499,New Delhi
347,2015,Maruti,Maruti Swift,1st Owner,Diesel,Manual,41525,441999,New Delhi
348,2014,Maruti,Maruti Swift,1st Owner,Diesel,Manual,41996,403999,New Delhi
349,2013,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,66341,383099,New Delhi
350,2013,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,74644,396499,New Delhi
351,2014,Maruti,Maruti Swift,1st Owner,Diesel,Manual,54628,429999,New Delhi
352,2013,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,83414,353999,New Delhi
353,2012,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,54918,391799,New Delhi
354,2018,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,16864,555099,New Delhi
355,2015,Maruti,Maruti Swift,1st Owner,Petrol,Manual,46478,443899,New Delhi
356,2015,Maruti,Maruti Swift,1st Owner,Diesel,Manual,53260,454699,New Delhi
357,2014,Maruti,Maruti Swift,2nd Owner,Diesel,Manual,49216,447599,New Delhi
358,2014,Maruti,Maruti Swift,1st Owner,Diesel,Manual,38070,423599,New Delhi
359,2014,Maruti,Maruti Swift,1st Owner,Diesel,Manual,91903,385099,New Delhi
360,2015,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,107296,439499,New Delhi
361,2016,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,35756,478699,New Delhi
362,2014,Maruti,Maruti Swift,2nd Owner,Petrol,Manual,14734,449799,New Delhi
363,2016,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,19902,489999,New Delhi
364,2017,Maruti,Maruti Alto 800,2nd Owner,Petrol,Manual,27919,299199,New Delhi
365,2012,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,47838,407399,New Delhi
366,2014,Maruti,Maruti Swift,1st Owner,Diesel,Manual,102773,384599,New Delhi
367,2015,Maruti,Maruti Swift,1st Owner,Diesel,Manual,91610,456999,New Delhi
368,2012,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,114510,334599,New Delhi
369,2017,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,29190,299199,New Delhi
370,2015,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,43393,265999,New Delhi
371,2015,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,11964,407499,New Delhi
372,2012,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,126803,352999,New Delhi
373,2014,Maruti,Maruti Ritz,1st Owner,Diesel,Manual,42295,338899,New Delhi
374,2014,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,96978,456699,New Delhi
375,2017,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,28704,335299,New Delhi
376,2013,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,137452,371099,New Delhi
377,2015,Maruti,Maruti Swift,1st Owner,Petrol,Manual,45371,470999,New Delhi
378,2018,Maruti,Maruti Alto 800,2nd Owner,Petrol,Manual,4465,303699,New Delhi
379,2015,Maruti,Maruti Ritz,1st Owner,Diesel,Manual,76854,434099,New Delhi
380,2017,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,21776,299199,New Delhi
381,2015,Maruti,Maruti Swift,1st Owner,Diesel,Manual,122972,387899,New Delhi
382,2014,Maruti,Maruti Swift,1st Owner,Petrol,Manual,93890,403899,New Delhi
383,2019,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,32787,405699,New Delhi
384,2015,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,39779,427099,New Delhi
385,2018,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,20410,295599,New Delhi
386,2017,Maruti,Maruti Alto 800,2nd Owner,Petrol,Manual,19146,299199,New Delhi
387,2014,Maruti,Maruti Alto 800,2nd Owner,Petrol,Manual,38526,281099,New Delhi
388,2014,Maruti,Maruti Swift,1st Owner,Petrol,Manual,92380,407699,New Delhi
389,2016,Maruti,Maruti Swift,1st Owner,Diesel,Manual,106080,470599,New Delhi
390,2015,Maruti,Maruti Swift,1st Owner,Diesel,Manual,106657,421199,New Delhi
391,2017,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,31740,366899,New Delhi
392,2014,Maruti,Maruti Swift,1st Owner,Diesel,Manual,107030,390599,New Delhi
393,2016,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,25638,306699,New Delhi
394,2014,Maruti,Maruti Swift,1st Owner,Petrol,Manual,26679,459199,New Delhi
395,2018,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,11064,295599,New Delhi
396,2018,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,6909,295599,New Delhi
397,2018,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,10049,295599,New Delhi
398,2017,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,8841,324299,New Delhi
399,2015,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,21496,437299,New Delhi
400,2015,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,13223,462199,New Delhi
401,2013,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,16372,265099,New Delhi
402,2015,Maruti,Maruti Swift,1st Owner,Diesel,Manual,112006,418499,New Delhi
403,2015,Maruti,Maruti Swift,1st Owner,Diesel,Manual,126169,423799,New Delhi
404,2018,Maruti,Maruti Alto K10,2nd Owner,Petrol,Manual,27027,392299,New Delhi
405,2019,Maruti,Maruti Alto K10,2nd Owner,Petrol,Manual,13600,399499,New Delhi
406,2019,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,16902,410199,New Delhi
407,2017,Maruti,Maruti Alto K10,2nd Owner,Petrol,Manual,12221,355999,New Delhi
408,2017,Maruti,Maruti Swift,1st Owner,Petrol,Manual,58273,417799,New Delhi
409,2017,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,17840,388899,New Delhi
410,2018,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,3675,409999,New Delhi
411,2018,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,5490,409799,New Delhi
412,2019,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,6999,422799,New Delhi
413,2017,Maruti,Maruti Alto 800,1st Owner,Petrol,Manual,41506,299199,New Delhi
414,2020,Hyundai,Hyundai GRAND I10 NIOS,1st Owner,Petrol,Manual,3907,637999,New Delhi
415,2009,Toyota,Toyota Corolla Altis,2nd Owner,Petrol,Manual,145640,186971,New Delhi
416,2015,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,34522,414399,New Delhi
417,2015,Maruti,Maruti Swift,1st Owner,Diesel,Manual,56552,452899,New Delhi
418,2011,Hyundai,Hyundai i20,1st Owner,Petrol,Manual,44007,258999,New Delhi
419,2011,Hyundai,Hyundai i10,1st Owner,Petrol,Manual,55623,188799,New Delhi
420,2016,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,26951,415399,New Delhi
421,2011,Toyota,Toyota Etios,1st Owner,Petrol,Manual,84584,311199,New Delhi
422,2009,Maruti,Maruti Alto,1st Owner,Petrol,Manual,119227,126399,New Delhi
423,2015,Hyundai,Hyundai Grand i10,2nd Owner,Diesel,Manual,62491,304099,New Delhi
424,2016,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,32669,305199,New Delhi
425,2016,Renault,Renault Kwid,1st Owner,Petrol,Manual,49248,239399,New Delhi
426,2013,Hyundai,Hyundai Eon,1st Owner,Petrol,Manual,106269,193699,New Delhi
427,2017,Maruti,Maruti Swift,1st Owner,Petrol,Manual,25227,449699,New Delhi
428,2015,Maruti,Maruti Swift,1st Owner,Diesel,Manual,96428,390999,New Delhi
429,2013,Maruti,Maruti Swift,1st Owner,Diesel,Manual,29449,361199,New Delhi
430,2016,Maruti,Maruti Ciaz,1st Owner,Diesel,Manual,168380,559299,New Delhi
431,2016,Tata,Tata Tiago,1st Owner,Petrol,Manual,49812,367099,New Delhi
432,2015,Maruti,Maruti Ertiga,1st Owner,Petrol,Manual,43104,610899,New Delhi
433,2018,Tata,Tata Tiago,1st Owner,Petrol,Manual,37606,395699,New Delhi
434,2016,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Automatic,41586,409599,New Delhi
435,2016,Maruti,Maruti Celerio,1st Owner,CNG,Manual,68278,410699,New Delhi
436,2017,Maruti,Maruti Ciaz,1st Owner,Diesel,Manual,69995,629299,New Delhi
437,2013,Mahindra,Mahindra XUV500,1st Owner,Diesel,Manual,70708,599699,New Delhi
438,2018,Honda,Honda City,1st Owner,Petrol,Manual,37695,831899,New Delhi
439,2019,Tata,Tata Tiago,1st Owner,Petrol,Manual,32535,480499,New Delhi
440,2015,Maruti,Maruti Swift,1st Owner,Diesel,Manual,18206,425099,New Delhi
441,2017,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,39099,674499,New Delhi
442,2015,Maruti,Maruti Swift,1st Owner,Diesel,Manual,89196,429099,New Delhi
443,2016,Maruti,Maruti Baleno,1st Owner,Petrol,Automatic,53256,568499,New Delhi
444,2018,Maruti,Maruti Wagon R 1.0,1st Owner,CNG,Manual,81282,433799,New Delhi
445,2017,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,32515,560099,New Delhi
446,2013,Ford,Ford Figo,1st Owner,Diesel,Manual,75454,201799,New Delhi
447,2016,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,95195,759899,New Delhi
448,2014,Maruti,Maruti Ritz,1st Owner,Diesel,Manual,70124,277699,New Delhi
449,2016,Skoda,Skoda Superb,3rd Owner,Petrol,Automatic,38718,1276499,New Delhi
450,2014,Honda,Honda Mobilio,1st Owner,Diesel,Manual,50873,542599,New Delhi
451,2015,Toyota,Toyota Fortuner,1st Owner,Diesel,Automatic,90313,1535299,New Delhi
452,2015,Hyundai,Hyundai Creta,1st Owner,Petrol,Manual,53083,802399,New Delhi
453,2015,Honda,Honda City,1st Owner,Diesel,Manual,81260,593199,New Delhi
454,2010,Honda,Honda City,1st Owner,Petrol,Manual,113701,288799,New Delhi
455,2021,Hyundai,Hyundai New i20,1st Owner,Petrol,Manual,1026,747999,New Delhi
456,2014,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,59832,500899,New Delhi
457,2015,Maruti,Maruti Alto K10,1st Owner,Petrol,Manual,60216,279799,New Delhi
458,2014,Hyundai,Hyundai Xcent,1st Owner,Petrol,Manual,42384,395899,New Delhi
459,2018,Ford,Ford Ecosport,2nd Owner,Diesel,Manual,52134,628299,New Delhi
460,2014,Mahindra,Mahindra Scorpio,3rd Owner,Diesel,Manual,45347,537999,New Delhi
461,2014,Hyundai,Hyundai Xcent,1st Owner,Petrol,Manual,63251,387299,New Delhi
462,2020,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,30097,993099,New Delhi
463,2016,Mahindra,Mahindra Scorpio,1st Owner,Diesel,Manual,32339,779599,New Delhi
464,2017,Tata,Tata TIGOR,1st Owner,Petrol,Manual,70895,448199,New Delhi
465,2013,Hyundai,Hyundai i20,1st Owner,Diesel,Manual,37840,353899,New Delhi
466,2012,Toyota,Toyota Etios Liva,2nd Owner,Petrol,Manual,44162,313599,New Delhi
467,2014,Volkswagen,Volkswagen Polo,2nd Owner,Petrol,Manual,11680,417599,New Delhi
468,2016,Nissan,Nissan Terrano,2nd Owner,Petrol,Manual,61139,551799,New Delhi
469,2018,Ford,Ford Freestyle,1st Owner,Petrol,Manual,43484,516899,New Delhi
470,2017,Mahindra,Mahindra Bolero,1st Owner,Diesel,Manual,95145,572399,New Delhi
471,2012,Hyundai,Hyundai i10,2nd Owner,Petrol,Manual,35522,270999,New Delhi
472,2018,Tata,Tata Nexon,1st Owner,Petrol,Manual,25903,666499,New Delhi
473,2017,Mahindra,Mahindra TUV300,1st Owner,Diesel,Manual,37328,691099,New Delhi
474,2017,BMW,BMW X1,1st Owner,Diesel,Automatic,47517,1802899,New Delhi
475,2017,Honda,Honda WR-V,1st Owner,Petrol,Manual,16683,798999,New Delhi
476,2018,Mahindra,Mahindra Thar,2nd Owner,Diesel,Manual,24191,740599,New Delhi
477,2020,Maruti,Maruti Swift,1st Owner,Petrol,Manual,4096,510499,New Delhi
478,2015,BMW,BMW 3 Series,2nd Owner,Diesel,Automatic,33958,1721299,New Delhi
479,2020,Mahindra,Mahindra XUV 3OO,1st Owner,Petrol,Manual,6573,798699,New Delhi
480,2020,Maruti,Maruti Alto,1st Owner,Petrol,Manual,11654,335999,New Delhi
481,2017,Toyota,Toyota Innova Crysta,1st Owner,Diesel,Automatic,85295,1569599,New Delhi
482,2020,Maruti,Maruti Alto,1st Owner,Petrol,Manual,3867,321199,New Delhi
483,2020,Maruti,Maruti Alto,1st Owner,Petrol,Manual,7610,330399,New Delhi
484,2017,Maruti,Maruti Ertiga,1st Owner,Diesel,Manual,16930,639099,New Delhi
485,2016,Honda,Honda CRV,2nd Owner,Petrol,Manual,103602,1118699,New Delhi
486,2017,Maruti,Maruti Ignis,1st Owner,Petrol,Manual,38691,384499,New Delhi
487,2016,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,54233,833699,New Delhi
488,2019,Honda,Honda Civic,1st Owner,Diesel,Manual,40820,1751899,New Delhi
489,2019,Mahindra,Mahindra Scorpio,1st Owner,Diesel,Manual,13601,1164899,New Delhi
490,2015,Hyundai,Hyundai Elite i20,1st Owner,Diesel,Manual,69970,507299,New Delhi
491,2013,Toyota,Toyota Innova,2nd Owner,Diesel,Manual,121060,552299,New Delhi
492,2021,Maruti,Maruti XL6,1st Owner,Petrol,Manual,2685,1064799,New Delhi
493,2014,Ford,Ford Ecosport,1st Owner,Petrol,Automatic,58943,513799,New Delhi
494,2015,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,24768,877099,New Delhi
495,2015,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,89521,803799,New Delhi
496,2013,Honda,Honda Amaze,2nd Owner,Diesel,Manual,109366,299299,New Delhi
497,2013,Renault,Renault Duster,1st Owner,Diesel,Manual,96788,421499,New Delhi
498,2012,Maruti,Maruti Swift Dzire,1st Owner,Diesel,Manual,118117,316399,Noida
499,2013,Maruti,Maruti Swift,1st Owner,Diesel,Manual,114506,341599,Noida
500,2014,Maruti,Maruti Ritz,1st Owner,Diesel,Manual,43382,344199,Noida
501,2013,Hyundai,Hyundai i20,1st Owner,Diesel,Manual,64361,355799,Noida
502,2014,Maruti,Maruti Swift,1st Owner,Petrol,Manual,107206,401599,Noida
503,2013,Honda,Honda City,1st Owner,Petrol,Manual,44119,461199,Noida
504,2013,Maruti,Maruti Swift,1st Owner,Diesel,Manual,45417,345299,Noida
505,2011,Hyundai,Hyundai i20,1st Owner,Petrol,Manual,29080,313099,Noida
506,2018,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,11773,476799,Noida
507,2017,Maruti,Maruti Ciaz,1st Owner,Diesel,Manual,82599,625999,Noida
508,2018,Maruti,Maruti Wagon R 1.0,1st Owner,Petrol,Manual,36699,438399,Noida
509,2012,Ford,Ford Fiesta,2nd Owner,Diesel,Manual,68356,313099,Noida
510,2012,Volvo,Volvo S60,2nd Owner,Diesel,Automatic,41361,940799,Noida
511,2018,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,23580,612399,Noida
512,2018,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,26412,582799,Noida
513,2019,Tata,Tata Tiago,1st Owner,Petrol,Manual,5332,538099,Noida
514,2017,Hyundai,Hyundai Verna,1st Owner,Diesel,Automatic,43938,1025999,Noida
515,2014,Toyota,Toyota Fortuner,2nd Owner,Diesel,Automatic,123799,1341199,Noida
516,2013,BMW,BMW X3,2nd Owner,Diesel,Automatic,69697,1260499,Noida
517,2020,Hyundai,Hyundai Aura,1st Owner,Petrol,Manual,1441,581099,Noida
518,2020,Hyundai,Hyundai Aura,1st Owner,Petrol,Manual,1441,581099,Noida
519,2018,Hyundai,Hyundai Tucson New,1st Owner,Diesel,Automatic,58368,1843799,Noida
520,2015,BMW,BMW 3 Series,2nd Owner,Diesel,Automatic,35591,1642499,Noida
521,2017,Mahindra,Mahindra TUV300,1st Owner,Diesel,Manual,19065,685699,Noida
522,2016,Maruti,Maruti S Cross,1st Owner,Diesel,Manual,117629,547399,Noida
523,2019,Maruti,Maruti New Wagon-R,1st Owner,Petrol,Manual,12445,523099,Noida
524,2014,Hyundai,Hyundai Xcent,1st Owner,Petrol,Manual,40927,422699,Noida
525,2018,Mahindra,Mahindra Bolero,1st Owner,Diesel,Manual,51739,729899,Noida
526,2015,Maruti,Maruti Swift,1st Owner,Diesel,Manual,37925,407499,Noida
527,2018,Honda,Honda City,1st Owner,Diesel,Manual,43730,843899,Noida
528,2017,Maruti,Maruti Ignis,1st Owner,Petrol,Automatic,18060,528199,Noida
529,2017,Maruti,Maruti Ignis,1st Owner,Petrol,Manual,15302,558999,Noida
530,2015,Ford,Ford New Figo,2nd Owner,Petrol,Manual,54011,360699,Noida
531,2017,Ford,Ford New Figo,1st Owner,Petrol,Manual,3430,472999,Noida
532,2011,Hyundai,Hyundai i10,1st Owner,CNG,Manual,100788,253999,Noida
533,2016,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,199598,716199,Noida
534,2016,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,53957,894399,Noida
535,2016,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,78878,827899,Noida
536,2015,Hyundai,Hyundai Elite i20,1st Owner,Petrol,Manual,70006,508499,Noida
537,2016,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,55835,975699,Noida
538,2017,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,19885,840299,Noida
539,2019,Hyundai,Hyundai Venue,1st Owner,Petrol,Manual,31118,926199,Noida
540,2014,Ford,Ford Ecosport,1st Owner,Diesel,Manual,59504,516899,Noida
541,2017,Maruti,Maruti Dzire,1st Owner,Diesel,Manual,56502,573399,Noida
542,2017,Maruti,Maruti Dzire,1st Owner,Diesel,Manual,91724,574799,Noida
543,2014,Hyundai,Hyundai Elite i20,1st Owner,Diesel,Manual,72861,537899,Noida
544,2015,Maruti,Maruti S Cross,1st Owner,Diesel,Manual,95369,469799,Noida
545,2014,Audi,Audi Q3,1st Owner,Diesel,Manual,66027,1383199,Noida
546,2020,Toyota,Toyota Glanza,1st Owner,Petrol,Manual,13720,718799,Noida
547,2015,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,58003,841999,Noida
548,2015,Maruti,Maruti S Cross,1st Owner,Diesel,Manual,94544,532899,Noida
549,2014,Ford,Ford Ecosport,1st Owner,Diesel,Manual,127254,421699,Noida
550,2014,Ford,Ford Ecosport,1st Owner,Diesel,Manual,102117,449799,Noida
551,2014,Ford,Ford Ecosport,1st Owner,Diesel,Manual,66779,504999,Noida
552,2015,Hyundai,Hyundai Creta,1st Owner,Diesel,Manual,117683,793899,Noida
553,2016,Hyundai,Hyundai Elite i20,2nd Owner,Petrol,Manual,41533,508999,Noida
554,2017,Tata,Tata Tiago,1st Owner,Petrol,Manual,14031,446099,Noida
555,2016,Maruti,Maruti Baleno,2nd Owner,Petrol,Manual,32766,549499,Noida
556,2014,Hyundai,Hyundai Elite i20,1st Owner,Diesel,Manual,37833,492099,Noida
557,2015,Hyundai,Hyundai Elite i20,2nd Owner,Diesel,Manual,66762,471199,Noida
558,2015,Hyundai,Hyundai Elite i20,2nd Owner,Diesel,Manual,66762,471199,Noida
559,2016,Maruti,Maruti Baleno,1st Owner,Diesel,Manual,67332,574799,Noida
560,2016,Maruti,Maruti Baleno,1st Owner,Diesel,Manual,71530,568199,Noida
561,2014,Hyundai,Hyundai Elite i20,1st Owner,Diesel,Manual,169197,506799,Noida
562,2013,Hyundai,Hyundai Grand i10,1st Owner,Petrol,Manual,43986,402799,Noida
563,2020,MG,MG Hector,1st Owner,Petrol,Manual,7284,1783499,Noida
564,2018,Maruti,Maruti Dzire,1st Owner,Petrol,Manual,42575,605499,Noida
565,2016,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,57606,555699,Noida
566,2016,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,44604,559799,Noida
567,2018,Maruti,Maruti Dzire,1st Owner,Petrol,Manual,9838,571699,Noida
568,2014,Toyota,Toyota Innova,1st Owner,Diesel,Manual,69958,1097599,Noida
569,2016,Maruti,Maruti Baleno,1st Owner,Petrol,Manual,82529,512499,Noida
570,2020,Ford,Ford New Figo,1st Owner,Petrol,Manual,3210,562899,Noida
571,2014,Ford,Ford Ecosport,2nd Owner,Diesel,Manual,50683,449599,Noida
572,2014,Maruti,Maruti Ciaz,1st Owner,Diesel,Manual,62366,532099,Noida
573,2017,Maruti,Maruti Dzire,2nd Owner,Diesel,Automatic,34349,620099,Noida
574,2018,Maruti,Maruti Dzire,1st Owner,Diesel,Manual,29735,638899,Noida
575,2016,Maruti,Maruti Vitara Brezza,1st Owner,Diesel,Manual,101529,624799,Noida
576,2013,Toyota,Toyota Fortuner,1st Owner,Diesel,Manual,76953,1282999,Noida
577,2016,Maruti,Maruti Baleno,1st Owner,Diesel,Manual,63363,554199,Noida
578,2014,Honda,Honda Amaze,1st Owner,Diesel,Manual,70640,334399,Noida
579,2014,Hyundai,Hyundai Elite i20,1st Owner,Diesel,Manual,57615,437699,Noida
